"division","gender","belt","weight","rank","Name","Team","Grand.Slam.Pts","Overall.PTS","Adult.World.Champ.","M1.World.Champ.","M2.World.Champ.","M3.World.Champ.","M4.World.Champ.","M5.World.Champ.","M6.World.Champ.","M7.World.Champ.","Grand.Slam.Open.Class.PTS","Overall.Open.Class.PTS","Overall.PTS..without.Open.Class."
"Master 4","Male","PURPLE","Open Class",6,"Jeffrey T Richard II","Renzo Gracie NH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,54
"Master 4","Male","PURPLE","Open Class",7,"Steve Vien N Nguyen","Pablo Silva BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27
"Master 4","Male","PURPLE","Open Class",8,"Keith Eric Thornblom","Midcity MMA BJJ Revolution Team New Orleans",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27
"Master 4","Male","PURPLE","Open Class",9,"Anthony J Kim","Atos Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27
"Master 4","Male","PURPLE","Open Class",10,"Robert Neal Ziller Ramírez","Cicero Costha Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 4","Male","BROWN","Open Class",1,"Ricky R Kolmel","Double Five",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270,499,342
"Master 4","Male","BROWN","Open Class",2,"Stephen George Dalkert","Proving Grounds Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,118
"Master 4","Male","BROWN","Open Class",3,"Michael B Davis","CheckMat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,80
"Master 4","Male","BROWN","Open Class",4,"David Ray Baker","Yamasaki Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,54
"Master 4","Male","BROWN","Open Class",5,"Marc Drouin","Double Five",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,27
"Master 4","Male","BROWN","Open Class",6,"Matthew Peebles","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 4","Male","BROWN","Open Class",7,"Koji Shigemizu","Trust Jiu-jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 4","Male","BLACK","Open Class",1,"Roberto Godoi","G13 BJJ",471,648,"No","No","No","No","Yes",NA,NA,NA,742,936,NA
"Master 4","Male","BLACK","Open Class",2,"Tiago Schietti de Almeida","Nova União",12,50,"No","No","No","No","No",NA,NA,NA,162,162,NA
"Master 4","Male","BLACK","Open Class",3,"Hirokazu Takamoto","Takamoto Dojo",7,7,"No","No","No","No","No",NA,NA,NA,10,10,NA
"Master 4","Male","BLACK","Open Class",4,"Cássio Rios Werneck","Cassio Werneck BJJ",252,252,"No","No","No","No","No",NA,NA,NA,0,0,NA
"Master 4","Male","BLACK","Open Class",5,"Jose Carlos Hissa Granja","Nova União",132,120,"No","No","No","No","No",NA,NA,NA,0,0,NA
"Master 4","Male","BLACK","Open Class",6,"Jose Marcio Winkler","Atos Jiu-Jitsu",8,137,"No","No","No","No","No",NA,NA,NA,0,0,NA
"Master 4","Male","BLACK","Open Class",7,"Timothy Stuart Rennick","Carlson Gracie Team",0,162,"No","No","No","No","No",NA,NA,NA,0,81,NA
"Master 4","Male","BLACK","Open Class",8,"Koji Iwasaki","Pato Studio",0,9,"No","No","No","No","No",NA,NA,NA,0,0,NA
"Master 5","Male","BLUE","Open Class",1,"David John Firth","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,135,180
"Master 5","Male","BLUE","Open Class",2,"Russell A Salo","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 5","Male","BLUE","Open Class",3,"Michael John Barthlow","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 5","Male","BLUE","Open Class",4,"Donnie James Saucier","American Top Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 5","Male","PURPLE","Open Class",1,"Conrad David Spangler II","Renzo Gracie Houston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,486,351
"Master 5","Male","PURPLE","Open Class",2,"Doron Kim","Jean Jacques Machado BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,12
"Master 5","Male","PURPLE","Open Class",3,"Luís Felipe Cintra Ayub","WinnerJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,162
"Master 5","Male","PURPLE","Open Class",4,"Eric John Vogt","Brasa CTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22,273
"Master 5","Male","PURPLE","Open Class",5,"Alex Almeida Cavalcante da Silva","Drill BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,144
"Master 5","Male","PURPLE","Open Class",6,"Daniel Alfred Buck","Kimura BJJ USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,96
"Master 5","Male","PURPLE","Open Class",7,"Michael Guy Reiner","Gracie Humaita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,121,363
"Master 5","Male","PURPLE","Open Class",8,"Moise Suri","Ares BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75
"Master 5","Male","PURPLE","Open Class",9,"Albert J Oglum","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,27
"Master 5","Male","BROWN","Open Class",1,"Oleg Vasilyev","Inglorious Grapplers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,220,171
"Master 5","Male","BROWN","Open Class",2,"Trevor Allen Burns","Schell Shock BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,45
"Master 5","Male","BROWN","Open Class",3,"Nelson Bernardo Valenzuela Montes","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,144,123
"Master 5","Male","BROWN","Open Class",4,"Christopher Charles Putnam","Maracaba BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,21
"Master 5","Male","BROWN","Open Class",5,"Aaron Lee Chatfield","Factory BJJ UK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,24
"Master 5","Male","BROWN","Open Class",6,"Leonardo Siena Pizzichi","Budo Clan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,108
"Master 5","Male","BROWN","Open Class",7,"Lyndon Edward Collins","Gordo Jiu-Jitsu Europe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 5","Male","BLACK","Open Class",1,"Paulo R Castro","Gracie Barra",193,774,"No","No","No","No","No","Yes",NA,NA,364,1071,NA
"Master 5","Male","BLACK","Open Class",2,"Carlos Alberto Terrinha","Gracie Barra",460,723,"No","No","No","No","No","No",NA,NA,106,442,NA
"Master 5","Male","BLACK","Open Class",3,"Alessandro Cirone Nagaishi","CheckMat",339,450,"No","No","No","No","No","No",NA,NA,66,127,NA
"Master 5","Male","BLACK","Open Class",4,"Luiz Eduardo Rocha de Faria","Six Blades Jiu-Jitsu",63,75,"No","No","No","No","No","No",NA,NA,31,85,NA
"Master 5","Male","BLACK","Open Class",5,"Marco Aurelio Buchaim Regos","Barbosa Jiu-Jitsu",53,53,"No","No","No","No","No","No",NA,NA,31,31,NA
"Master 5","Male","BLACK","Open Class",6,"Alexandre Teixeira Araujo","Alexandre Araujo AJJ Team",216,450,"No","No","No","No","No","No",NA,NA,18,81,NA
"Master 5","Male","BLACK","Open Class",7,"José Marcello Figueira Rodrigues","Icon Jiu-Jitsu Team",108,108,"No","No","No","No","No","No",NA,NA,0,0,NA
"Master 5","Male","BLACK","Open Class",8,"Daniel Druker","Fight Sports",0,171,"No","No","No","No","No","No",NA,NA,0,207,NA
"Master 5","Male","BLACK","Open Class",9,"Cezar Takeyoshi Ikehara","Ikehara Academy",0,0,"No","No","No","No","No","No",NA,NA,0,0,NA
"Master 5","Male","BLACK","Open Class",10,"Adam Metcalf","Will/Machado",0,0,"No","No","No","No","No","No",NA,NA,0,0,NA
"Master 6","Male","BLUE","Open Class",1,"William James Coyner","Tactics",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,202,135
"Master 6","Male","BLUE","Open Class",2,"William Clark Harrell","NOLA Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,175,75
"Master 6","Male","BLUE","Open Class",3,"Francisco Esequiel Gonzales","LEAD BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,66
"Master 6","Male","BLUE","Open Class",4,"Thomas Eugene Cuthbertson","Double Five",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","BLUE","Open Class",5,"Gregory Alan Lindstrom","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","PURPLE","Open Class",1,"George Taro Mimura","Relson Gracie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,63
"Master 6","Male","PURPLE","Open Class",2,"Darren Jason Lockley","Roger Gracie Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,108
"Master 6","Male","PURPLE","Open Class",3,"Thomas A Smith III","Wolfpack BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12
"Master 6","Male","PURPLE","Open Class",4,"Rick Llanes Quindipan","Zenith BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","PURPLE","Open Class",5,"Paul Lively","Curucuruland BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","PURPLE","Open Class",6,"Jonathan Paul Cohen","Grand Union Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","BROWN","Open Class",1,"Scott Cook","SAS Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,180,216
"Master 6","Male","BROWN","Open Class",2,"Marc Dezeuze","Brazilian Power Team International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,216,144
"Master 6","Male","BROWN","Open Class",3,"Safar Aliyev","Team Leites Stockholm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108,54,36
"Master 6","Male","BROWN","Open Class",4,"Bryan Samuel Briegel","Detroit Jiu-Jitsu Syndicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,120
"Master 6","Male","BROWN","Open Class",5,"Theodore Allen Linn","Ares BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,193,189
"Master 6","Male","BROWN","Open Class",6,"Paul Stamas","Brasa CTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,54
"Master 6","Male","BROWN","Open Class",7,"Rodney Blaine Vieira","Phantom Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","BROWN","Open Class",8,"Kevin James Craig","Relson Gracie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 6","Male","BROWN","Open Class",9,"John Brennan","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BLUE","Open Class",1,"Michael E Mitrowski","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,216,405
"Master 7","Male","BLUE","Open Class",2,"Robert James Taylor","Classic Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BLUE","Open Class",3,"Peter Michael Iturraran","Stockton Jiu-Jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BLUE","Open Class",4,"Glen Herbert Ashlock","Detroit Jiu-Jitsu Syndicate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","PURPLE","Open Class",1,"Michael George Andrews","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,369,369,246
"Master 7","Male","PURPLE","Open Class",2,"Gary Tucker Foster","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220,220,147
"Master 7","Male","PURPLE","Open Class",3,"Trevor R Neal","Carlson Gracie Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","PURPLE","Open Class",4,"Stuart Nobu Fujioka","Nova União",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BROWN","Open Class",1,"David Eugene Brown","Ground Dwellers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,337,351,378
"Master 7","Male","BROWN","Open Class",2,"Richard William Jones","Vicente Jr. Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,216,207
"Master 7","Male","BROWN","Open Class",3,"Stewart Ronald Bass","Luis Rubalcava",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,36
"Master 7","Male","BROWN","Open Class",4,"Major Kenneth Stewart","Rodrigo Vaghi BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BROWN","Open Class",5,"Helcio Augusto Cesar Pinheiro","Carlson Gracie Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 7","Male","BROWN","Open Class",6,"Gabriel John Austin","MyBJJ Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BLUE","Open Class",1,"Larissa Antunes","Lotus Club USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,12
"Master 1","Female","BLUE","Open Class",2,"Annaliese Mai Heissler","Higashi Jiu Jitsu Canada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,144
"Master 1","Female","BLUE","Open Class",3,"Lina Lettie Grosset","Barbosa Jiu-Jitsu Paris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,147
"Master 1","Female","BLUE","Open Class",4,"Brett Ashton Loper","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,33
"Master 1","Female","BLUE","Open Class",5,"Samantha Megan Hattlestad","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,27
"Master 1","Female","BLUE","Open Class",6,"Yasmin C Anders","SBG International (SBGI)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,39
"Master 1","Female","BLUE","Open Class",7,"Michea Louise Hall","Southside Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BLUE","Open Class",8,"Kristine Michele Longeau","Renzo Gracie Ottawa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BLUE","Open Class",9,"Kristina Marie Baja Malasig","Alliance International",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BLUE","Open Class",10,"Katelyn Maureen Hunter","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","PURPLE","Open Class",1,"Jillian Louise Chalke","CheckMat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,63,72
"Master 1","Female","PURPLE","Open Class",2,"Mary Margaret M Fox","Carlson Gracie Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,8
"Master 1","Female","PURPLE","Open Class",3,"Martha Pemberton Heath","Artista Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,123,148
"Master 1","Female","PURPLE","Open Class",4,"Misty Stockhaus","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,13,3
"Master 1","Female","PURPLE","Open Class",5,"Amy Maria Palacios","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,41
"Master 1","Female","PURPLE","Open Class",6,"Nina Kim","Brazilian Top Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,3
"Master 1","Female","PURPLE","Open Class",7,"Marilyn Matsumura Cruz","Baret Submissions USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,36
"Master 1","Female","PURPLE","Open Class",8,"Victoria Delgado","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","PURPLE","Open Class",9,"Fernanda Pimental Araujo","Brazil 021 Boston",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","PURPLE","Open Class",10,"Alexandra Condado","Brazilian Top Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BROWN","Open Class",1,"Michelle Marques de Oliveira","Brazil 021 School of Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148,196,273
"Master 1","Female","BROWN","Open Class",2,"Alyssa Gayneille Arn","Team Jucão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,72,144
"Master 1","Female","BROWN","Open Class",3,"Devin Leah Topping","Roberto Traven BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63,90
"Master 1","Female","BROWN","Open Class",4,"Samantha Lyn Schell","Rubao Carioca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,25,49
"Master 1","Female","BROWN","Open Class",5,"Jessica Lauren Ochab","Jiu-Jitsu For Life Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,27
"Master 1","Female","BROWN","Open Class",6,"Emily Gwen Bacher","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,9
"Master 1","Female","BROWN","Open Class",7,"Sharlene M Cairns","Carlson Gracie Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BROWN","Open Class",8,"Luzimery de Fatima Alberto Garcia","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 1","Female","BLACK","Open Class",1,"Melissa Stricker Cueto","Alliance",324,543,"No","Yes",NA,NA,NA,NA,NA,NA,301,543,NA
"Master 1","Female","BLACK","Open Class",2,"Mayara Monteiro Custódio","CheckMat",399,545,"No","No",NA,NA,NA,NA,NA,NA,193,223,NA
"Master 1","Female","BLACK","Open Class",3,"Tracey R Goodell","Free World Jiu-Jitsu",156,216,"No","No",NA,NA,NA,NA,NA,NA,139,180,NA
"Master 1","Female","BLACK","Open Class",4,"Thaís Gomes Teixeira","Carlson Gracie Team",300,735,"No","No",NA,NA,NA,NA,NA,NA,120,397,NA
"Master 1","Female","BLACK","Open Class",5,"Anna Elizabeth Salome","Roberto Traven BJJ",72,165,"No","No",NA,NA,NA,NA,NA,NA,12,136,NA
"Master 1","Female","BLACK","Open Class",6,"Melissa Templeman","Ralph Gracie Jiu-Jitsu Berkeley",108,108,"No","No",NA,NA,NA,NA,NA,NA,0,0,NA
"Master 1","Female","BLACK","Open Class",7,"Jessica Cristina C A dos Santos","T3MA",108,108,"No","No",NA,NA,NA,NA,NA,NA,0,0,NA
"Master 1","Female","BLACK","Open Class",8,"Luciane dos Santos Silva","CheckMat",93,249,"No","No",NA,NA,NA,NA,NA,NA,0,123,NA
"Master 1","Female","BLACK","Open Class",9,"Elizabeth Katherine Mitrovic","Alliance",83,153,"No","No",NA,NA,NA,NA,NA,NA,0,60,NA
"Master 1","Female","BLACK","Open Class",10,"Alison Victoria Tremblay","Brazilian Top Team",36,72,"No","No",NA,NA,NA,NA,NA,NA,0,27,NA
"Master 1","Female","BLACK","Open Class",11,"Juliana Cristina Longhi","Carlson Gracie Team",12,54,"No","No",NA,NA,NA,NA,NA,NA,0,0,NA
"Master 2","Female","BLUE","Open Class",1,"Rebekah Lynn Ketchens","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,229,195
"Master 2","Female","BLUE","Open Class",2,"Annika Lorelei GodinGreen","Chapel Hill Team Roc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,54,171
"Master 2","Female","BLUE","Open Class",3,"Kelly Christine Leleux","Armada Jiu-Jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,391,721
"Master 2","Female","BLUE","Open Class",4,"Frances Margaret Nilsen","Cary Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,21
"Master 2","Female","BLUE","Open Class",5,"Marie Elizabeth Ellensohn","Fighteria Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,39
"Master 2","Female","BLUE","Open Class",6,"Christel Lynn Little","Oneonta Jiu-Jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,30
"Master 2","Female","BLUE","Open Class",7,"Miriam Lizeth M Leon","Six Blades Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,3
"Master 2","Female","PURPLE","Open Class",1,"Simone de Abreu Pinheiro","CheckMat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,508,387
"Master 2","Female","PURPLE","Open Class",2,"Lyndsie Maurene Hauck","Absolute Behring",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,243,162
"Master 2","Female","PURPLE","Open Class",3,"Kimberle Ann Cratsenberg","G13 BJJ USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,298,329
"Master 2","Female","PURPLE","Open Class",4,"Carla Barbosa Queiroz Leal","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,81,318
"Master 2","Female","PURPLE","Open Class",5,"Courtney Teresa Anaya","Ruffhouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,57,98
"Master 2","Female","PURPLE","Open Class",6,"Dana E Stein","Easton BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,111,120
"Master 2","Female","PURPLE","Open Class",7,"Alyssa Rebecca Lauron Walls","Yemaso Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,139,276
"Master 2","Female","PURPLE","Open Class",8,"Giulia Frederica Chen","Renzo Gracie Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,58,90
"Master 2","Female","PURPLE","Open Class",9,"Gabriela Gerizani","Legacy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 2","Female","BROWN","Open Class",1,"Desirèe B da Silva Favoreto","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198,238,159
"Master 2","Female","BROWN","Open Class",2,"Kamila Mucida Paranhos","Fratres Brazilian Jiu Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162,567,431
"Master 2","Female","BROWN","Open Class",3,"Emily C McGivern","Burlington BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,64,57
"Master 2","Female","BROWN","Open Class",4,"Krystal Joy McKenzie","Atliens Odyssey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,63,48
"Master 2","Female","BROWN","Open Class",5,"Salua Silva Borges","Zenith BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,141,219
"Master 2","Female","BROWN","Open Class",6,"Daniela Alfaro Stivalet","CR Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,144
"Master 2","Female","BROWN","Open Class",7,"Sa idah Zeinab Durkee","Team Lloyd Irvin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,12
"Master 2","Female","BROWN","Open Class",8,"Jossimara Azevedo Braga","Alliance",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,117
"Master 2","Female","BROWN","Open Class",9,"Samantha Renee Dean","Sabre Jiu-Jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 2","Female","BROWN","Open Class",10,"Rebecca Mary Annan","Sorriso BJJ Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 2","Female","BLACK","Open Class",1,"Jennifer A Case","Renato Tavares Association",126,159,"No","No","No",NA,NA,NA,NA,NA,189,256,NA
"Master 2","Female","BLACK","Open Class",2,"Kimberly Ann Bowser","EDJ School of Jiu-Jitsu",185,326,"No","No","No",NA,NA,NA,NA,NA,54,108,NA
"Master 2","Female","BLACK","Open Class",3,"Amanda Magda de Oliveira","Fratres Brazilian Jiu Jitsu",108,198,"No","No","No",NA,NA,NA,NA,NA,54,112,NA
"Master 2","Female","BLACK","Open Class",4,"Joice Tavares Viana","Double Five",108,144,"No","No","No",NA,NA,NA,NA,NA,0,18,NA
"Master 2","Female","BLACK","Open Class",5,"Karoline Von D Martins Teixeira","Gracie Humaita",36,36,"No","No","No",NA,NA,NA,NA,NA,0,0,NA
"Master 2","Female","BLACK","Open Class",6,"Yanelisa Reyes","Jiu-Jitsu For The People - Sheridan BJJ",12,147,"No","No","No",NA,NA,NA,NA,NA,0,166,NA
"Master 2","Female","BLACK","Open Class",7,"Heather Nanatte Woods","Atos Jiu-Jitsu",0,31,"No","No","No",NA,NA,NA,NA,NA,0,16,NA
"Master 2","Female","BLACK","Open Class",8,"Mary Wildner","Legacy",0,0,"No","No","No",NA,NA,NA,NA,NA,0,0,NA
"Master 2","Female","BLACK","Open Class",9,"Carly Michael Rangel","Zenith BJJ",0,0,"No","No","No",NA,NA,NA,NA,NA,0,0,NA
"Master 3","Female","BLUE","Open Class",1,"Shino Katsumi","Gregor Gracie Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,112,93
"Master 3","Female","BLUE","Open Class",2,"Aline Carolina M B Rocha","Six Blades Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,159,194
"Master 3","Female","BLUE","Open Class",3,"Juliana Rodrigues Veloso","Gracie Barra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,220,288
"Master 3","Female","BLUE","Open Class",4,"Michelle Wrenae Schramm","Pedigo Submission Fighting",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,246
"Master 3","Female","BLUE","Open Class",5,"Julie Marie Ferguson","Schell Shock BJJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,45
"Master 3","Female","BLUE","Open Class",6,"Kristin Maria Jasinski","Sumner Grpl Club",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,15
"Master 3","Female","BLUE","Open Class",7,"Yeliz Kadiev","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,54,45
"Master 3","Female","BLUE","Open Class",8,"Tracy Jo Adams","Nova União",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 3","Female","BLUE","Open Class",9,"Nicole Renee Hazel","Cary Brazilian Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 3","Female","BLUE","Open Class",10,"Mendi Melville Carlson","Genesis Jiu-Jitsu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 3","Female","BLUE","Open Class",11,"Katie Beth Stensgard","Pedro Sauer Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"Master 3","Female","PURPLE","Open Class",1,"Alia Victoria Garcia Valadez","Brazilian Top Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283,283,189
"Master 3","Female","PURPLE","Open Class",2,"Romana Elizabeth Sidhu","GF Team",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,391,587
"Master 3","Female","PURPLE","Open Class",3,"Rica Urabe","Tri-Force Jiu-Jitsu Academy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,63
